player_id,source,rank,weight
358,PFF,397,1.2
358,PFN,161,0.9
359,PFF,332,1.2
359,NFL Draft Buzz,210,0.9
360,PFF,306,1.2
361,NFL Draft Buzz,230,0.9
362,PFF,275,1.2
362,NFL Draft Buzz,254,0.9
363,PFF,247,1.2
363,NFL Draft Buzz,276,0.9
364,PFF,309,1.2
365,NFL Draft Buzz,232,0.9
366,NFL Draft Buzz,233,0.9
367,PFF,311,1.2
368,PFF,313,1.2
369,NFL Draft Buzz,235,0.9
370,NFL Draft Buzz,236,0.9
371,PFF,316,1.2
372,NFL Draft Buzz,237,0.9
373,NFL Draft Buzz,238,0.9
374,PFF,318,1.2
375,NFL Draft Buzz,239,0.9
376,PFF,319,1.2
377,PFF,317,1.2
377,NFL Draft Buzz,242,0.9
378,NFL Draft Buzz,240,0.9
379,PFF,320,1.2
380,PFF,400,1.2
380,PFN,181,0.9
381,PFF,321,1.2
382,NFL Draft Buzz,241,0.9
383,PFF,322,1.2
384,PFF,323,1.2
385,NFL Draft Buzz,243,0.9
386,PFF,324,1.2
387,NFL Draft Buzz,244,0.9
388,NFL Draft Buzz,245,0.9
389,PFF,396,1.2
389,NFL Draft Buzz,195,0.9
390,NFL Draft Buzz,246,0.9
391,PFF,403,1.2
391,NFL Draft Buzz,191,0.9
392,PFF,329,1.2
393,NFL Draft Buzz,247,0.9
